' ই.এম.	' I.ema.
যুদ্ধবিরতি	Yud'dhabirati
যুদ্ধের অবস্থা	Yud'dhera abastha
যুদ্ধের অভিজ্ঞতা	Yud'dhera abhijnata
যুদ্ধের বন্দী	Yud'dhera bandi
যুদ্ধোত্তর	Yud'dhottara
যুদ্ধোপকরণ	Yud'dhopakarana
যুব ছাত্রাবাস	Yuba chatrabasa
যূথচর	Yuthacara
যে	Ye
যে	Ye
যে আড়ি পেতে শুনে	Ye ari pete shune
যে কোন উপায়ে	Ye kona upaye
যে কোন ক্ষুদ্র বস্তু	Ye kona ksudra bastu
যে কোন সময়	Ye kona samaya
যে গান বারংবার গাত্তয়া হয়	Ye gana barambara gattaya haya
যে নগরে পৌরসভা আছে	Ye nagare paurasabha ache
যে নিকাম ডাকে	Ye nikama dake
যে প্রদান	Ye pradana
যে ব্যক্তি উত্তেজনা সৃষ্টি করে	Ye byakti uttejana srsi kare
যে ব্যক্তি কথা বলে	Ye byakti katha bale
যে ব্যক্তি কর্মস্থল হইতে পালায়	Ye byakti karmasthala ha'ite palaya
যে ব্যক্তি পরের অন্যায় জানায়	Ye byakti parera an'yaya janaya
যে ব্যক্তি বেআইনিভাবে আমদানি-রপ্তানি করে	Ye byakti be'a'inibhabe amadani-raptani kare
যে ব্যক্তি ব্ল্যাকমেল করে	Ye byakti blyakamela kare
যে ব্যক্তি মেরামত করে	Ye byakti meramata kare
যে ব্যক্তি সরকারানুমোদিত গির্জা মানে না	Ye byakti sarakaranumodita girja mane na
যে ব্যক্তি সামান্য কারণে বিপদ্সঙ্কেত ঘোষণা করে	Ye byakti saman'ya karane bipadsanketa ghosana kare
যে ব্যক্তি সিদ্ধান্ত করে	Ye byakti sid'dhanta kare
যে ব্যক্তি সিদ্ধান্ত করে	Ye byakti sid'dhanta kare
যেন	Yena
যেহেতু	Yehetu
যোগ	Yoga
যোগ	Yoga
যোগ করা	Yoga kara
যোগদান করা	Yogadana kara
যোগদানকারী	Yogadanakari
যোগব্যায়াম	Yogabyayama
যোগশাস্ত্র	Yogashastra
যোগ্য	Yogya
যোগ্য কর্তৃপক্ষ হস্তে সমর্পন করা	Yogya kartrpaksa haste samarpana kara
যোগ্যতা	Yogyata
যোগ্যতা	Yogyata
যোগ্যতাসম্পন্ন	Yogyatasampanna
যোদ্ধা	Yod'dha
যোনি	Yoni
যোনি	Yoni
যৌক্তিক	Yauktika
যৌতুক	Yautuka
যৌথ	Yautha
যৌথ উদ্যোগ	Yautha udyoga
যৌন	Yauna
যৌন	Yauna
যৌন আবেদন	Yauna abedana
যৌন বিষয়ক	Yauna bisayaka
যৌনক্ষুধা চরিতার্থ-করণ	Yaunaksudha caritartha-karana
যৌনরোগ	Yaunaroga
যৌনসঙ্গম	Yaunasangama
যৌনসঙ্গম	Yaunasangama
যৌবন	Yaubana
যৌবনরম্ভ	Yaubanarambha
রঁজনরশ্মি দ্বারা চিকিত্সা	Ramjanarashmi dbara cikitsa
রক এবং রোল	Raka ebang rola
রক সঙ্গীত	Raka sangita
রকমারি মাল	Rakamari mala
রকেট	Rakea
রক্ত	Rakta
রক্ত	Rakta
রক্ত ঝরা	Rakta jhara
রক্ত দাতা	Rakta data
রক্তক্ষয়	Raktaksaya
রক্তগঙ্গা	Raktaganga
রক্তচাপ	Raktacapa
রক্তচোষা	Raktacosa
রক্তপাতহীন	Raktapatahina
রক্তপিপাসু	Raktapipasu
রক্তবর্ণ	Raktabarna
রক্তবাহ	Raktabaha
রক্তমাখা	Raktamakha
রক্তরস	Raktarasa
রক্তরাঙা	Raktarana
রক্তস্রাব	Raktasraba
রক্তহীন	Raktahina
রক্তাক্ত	Raktakta
রক্তাক্ত	Raktakta
রক্তাল্পতা	Raktalpata
রক্তের গ্রুপ	Raktera grupa
রক্ষক	Raksaka
রক্ষণাবেক্ষণ	Raksanabeksana
রক্ষা	Raksa
রক্ষা	Raksa
রক্ষা	Raksa
রক্ষা	Raksa
রক্ষা করা	Raksa kara
রক্ষা করা	Raksa kara
রক্ষাকর চশমাবিশেষ	Raksakara cashamabishesa
রক্ষাকর্তা	Raksakarta
রঙ	Rana
রঙ কালি প্রভৃতির দাগযুক্ত	Rana kali prabhrtira dagayukta
রঙীন মুদ্রক	Ranina mudraka
রঙে	Rane
রঙের পেন্সিল	Ranera pensila
রঙ্গক	Rangaka
রঙ্গভঙ্গ	Rangabhanga
রঙ্গভূমি	Rangabhumi
রঙ্গালয়ে টিকিট কিনিবার ঘর	Rangalaye ikia kinibara ghara
রঙ্গীন পক্ষীবিশেষ	Rangina paksibishesa
রচনাশৈলী	Racanashaili
রচয়িতা	Racayita
রজন	Rajana
রটার	Raara
রডোডেনড্রন	Radodenadrana
রণ-পা	Rana-pa
রণতরিবিশেষ	Ranataribishesa
রণতরী	Ranatari
রণন	Ranana
রণপোতের একপার্শ্বস্থিত সমুদয় কামান	Ranapotera ekaparshbasthita samudaya kamana
রত্ন	Ratna
রদ	Rada
রদ	Rada
রদ	Rada
রদ করা	Rada kara
রদ করা	Rada kara
রদবদল	Radabadala
রন্ধনশালা	Randhanashala
রন্ধ্র	Randhra
রপ্তানি	Raptani
রপ্তানিকরণ	Raptanikarana
রপ্তানিকারক	Raptanikaraka
রবার	Rabara
রবার	Rabara
রবার স্ট্যাম্প	Rabara syampa
রবিবার	Rabibara
রবিবার	Rabibara
রবিবার স্কুল	Rabibara skula
রম	Rama
রমজান	Ramajana
রমণ	Ramana
রমন্যাস	Raman'yasa
রমরমা	Ramarama
রম্য	Ramya
রয়ালটি	Rayalai
রশ হাসানাহ	Rasha hasanaha
রশ্মি	Rashmi
রশ্মীয়	Rashmiya
রস	Rasa
রসদ	Rasada
রসা	Rasa
রসাতল	Rasatala
রসাল	Rasala
রসিক	Rasika
রসিকতা	Rasikata
রসুন	Rasuna
রহমান	Rahamana
রহস্যদঘাটন	Rahasyadaghaana
রহস্যপ্রি়	Rahasyapri
রহস্যোদ্ঘাটন	Rahasyodghaana
রহিত করা	Rahita kara
রহিত করা	Rahita kara
রহিয়া রহিয়া ঝরা	Rahiya rahiya jhara
রাংঝালাই করা	Ranjhala'i kara
রাংতা	Ranta
রাংতা	Ranta
রাইফেল	Ra'iphela
রাক্ষস	Raksasa
রাক্ষস	Raksasa
রাক্ষুসে	Raksuse
রাখা	Rakha
রাখা	Rakha
রাখা	Rakha
রাখা	Rakha
রাগ	Raga
রাগবি	Ragabi
রাগসংক্রান্ত	Ragasankranta
রাগাম্বিত	Ragambita
রাঘববোয়াল	Raghababoyala
রাঙা	Rana
রাঙা আলু	Rana alu
রাঙান	Ranana
রাজকীয়	Rajakiya
রাজকীয়	Rajakiya
রাজকীয় নীল	Rajakiya nila
রাজকুমার	Rajakumara
রাজকুমারী	Rajakumari
রাজকোষ	Rajakosa
রাজক্ষমা	Rajaksama
রাজত্ব	Rajatba
রাজত্ব	Rajatba
রাজত্ব	Rajatba
রাজত্ব	Rajatba
রাজদণ্ড	Rajadanda
রাজধানী	Rajadhani
রাজনীতি	Rajaniti
রাজনীতিজ্ঞ	Rajanitijna
রাজনৈতিক	Rajanaitika
রাজনৈতিক বিজ্ঞান	Rajanaitika bijnana
রাজনৈতিক শুদ্ধতা	Rajanaitika shud'dhata
রাজনৈতিকভাবে	Rajanaitikabhabe
রাজনৈতিকভাবে সঠিক	Rajanaitikabhabe sahika
রাজপদ	Rajapada
রাজবংশ	Rajabansha
রাজমিস্ত্রি	Rajamistri
রাজরাজেশ্বরী	Rajarajeshbari
রাজহংস	Rajahansa
রাজহংসবিশেষ	Rajahansabishesa
রাজহাঁস	Rajahamsa
রাজহাঁস	Rajahamsa
রাজা	Raja
রাজা - আকার	Raja - akara
রাজী করান	Raji karana
রাজ্যপাল	Rajyapala
রাডার	Radara
রাডার	Radara
রাণী	Rani
রাণী - আকার	Rani - akara
রাত	Rata
রাত	Rata
রাতারাতি	Ratarati
রাতের টেবিল	Ratera ebila
রাতের পেঁচা	Ratera pemca
রাতের বেলা	Ratera bela
রাত্রিকালীন	Ratrikalina
রান - অফ-কল	Rana - apha-kala
রান - ডাউন	Rana - da'una
রানওয়ে	Rana'oye
রানার - আপ	Ranara - apa
রানার্স - আপ	Ranarsa - apa
রান্না করা সুস্বাদু খাদ্যাদি	Ranna kara susbadu khadyadi
রান্নাঘর	Rannaghara
রাবার - স্ট্যাম্প	Rabara - syampa
রাবার ব্যান্ড	Rabara byanda
রাম	Rama
রামধনু	Ramadhanu
রামধনু	Ramadhanu
রায়	Raya
রায়	Raya
রায়	Raya
রাশিচক্র	Rashicakra
রাশিয়ান	Rashiyana
রাষ্ট্র	Rasra
রাষ্ট্র - এর-শিল্প	Rasra - era-shilpa
রাষ্ট্রদূত	Rasraduta
রাষ্ট্রদূতসংক্রান্ত	Rasradutasankranta
রাষ্ট্রনায়কোচিত	Rasranayakocita
রাষ্ট্রনায়কোচিত	Rasranayakocita
রাষ্ট্রপতি	Rasrapati
রাষ্ট্রপতি দিবস	Rasrapati dibasa
রাষ্ট্রীয়	Rasriya
রাষ্ট্রীয় করা	Rasriya kara
রাষ্ট্রীয়করণ	Rasriyakarana
রাষ্ট্রের নাগরিক অধিকার পাত্তয়া	Rasrera nagarika adhikara pattaya
রাস্তা	Rasta
রাস্তা	Rasta
রাস্তা পরীক্ষা	Rasta pariksa
রাস্তার	Rastara
রাস্না	Rasna
রিং	Ring
রিকশা	Rikasha
রিক্ত	Rikta
রিন্যাক্টমেন্ট	Rin'yakamena
রিপ কর্ড	Ripa karda
রিপ বন্ধ	Ripa bandha
রিপাবলিকান পার্টি	Ripabalikana pari
রিপোর্ট	Ripora
রিপোর্ট	Ripora
রিপোর্ট কার্ড	Ripora karda
রিপ্লে	Riple
রিভলভর	Ribhalabhara
রিয়ার শেষ	Riyara shesa
রিয়ারভিউ মিরর	Riyarabhi'u mirara
রিয়েল এস্টেট	Riyela esea
রিয়েল এস্টেট এজেন্ট	Riyela esea ejena
রিলেই	Rile'i
রিসেপশনিস্ট	Risepashanisa
রীতি	Riti
রীতি	Riti
রীতিমত	Ritimata
রীম	Rima
রীল	Rila
রুট	Rua
রুট বিয়ার	Rua biyara
রুটি	Rui
রুঢ়তা	Rurhata
রুঢ়ভাবে	Rurhabhabe
রুপকার	Rupakara
রুপান্তর	Rupantara
রুপান্তর	Rupantara
রুপায়ণ	Rupayana
রুবেলা	Rubela
রুম ও বোর্ড	Ruma o borda
রুম সার্ভিস	Ruma sarbhisa
রুমাল	Rumala
রুলেট	Rulea
রূক্ষভাবে	Ruksabhabe
রূখা	Rukha
রূগ্ণ ব্যক্তিদিগের জন্য শয্যায় মলত্যাগের পাত্রবিশেষ	Rugna byaktidigera jan'ya shayyaya malatyagera patrabishesa
রূচি	Ruci
রূচিহীন	Rucihina
রূটিত্তয়ালা	Ruittayala
রূদ্ধশ্বাস	Rud'dhashbasa
রূপকভাবে	Rupakabhabe
রূপা	Rupa
রূপান্তর	Rupantara
রূপার প্রলেপ	Rupara pralepa
রূপালী পদকপ্রাপ্ত	Rupali padakaprapta
রূপালী প্রলেপ	Rupali pralepa
রূপালী বার্ষিকী	Rupali barsiki
রূমাল	Rumala
রূমালবিশেষ	Rumalabishesa
রূল	Rula
রূল	Rula
রূষ্ট হত্তয়া	Rusa hattaya
রেইডিয়াটার	Re'idiyaara
রেইনকোট	Re'inakoa
রেউচিনি	Re'ucini
রেকর্ড অবিচ্ছিন্ন	Rekarda abicchinna
রেকর্ড প্লেয়ার	Rekarda pleyara
রেকর্ডার	Rekardara
রেকর্ডিং	Rekarding
রেকাব	Rekaba
রেখক	Rekhaka
রেগা	Rega
রেচক পদার্থ	Recaka padartha
রেজিস্টার্ড নার্স	Rejisarda narsa
রেজিস্ট্রি	Rejisri
রেড ওয়াইন	Reda oya'ina
রেডিও	Redi'o
রেডিত্ততে ধারাবাহিক নাটক	Redittate dharabahika naaka
রেডিত্তল্যাজি	Redittalyaji
রেডিত্তল্যাজিস্ট	Redittalyajisa
রেডিমেড	Redimeda
রেডিয়াম	Rediyama
রেতি	Reti
রেন	Rena
রেনেসাঁ	Renesam
রেনেসাঁ	Renesam
রেফ	Repha
রেফারেণ্ডা	Repharenda
রেফ্রিজারেটর	Rephrijareara
রেফ্রিজারেটর	Rephrijareara
রেভারেন্ড	Rebharenda
রেল	Rela
রেলগাড়ি	Relagari
রেলপথ	Relapatha
রেলপথ পারাপার	Relapatha parapara
রেশম	Reshama
রেশমী	Reshami
রেশমী	Reshami
রেশমের ফেঁসো	Reshamera phemso
রেস্টুরেন্ট	Resurena
রেস্পিরেটর	Respireara
রেহাই	Reha'i
রোগ	Roga
রোগ নির্ণয়ের	Roga nirnayera
রোগবিদ্যা	Rogabidya
রোগবিদ্যাবিৎ	Rogabidyabit
রোগী	Rogi
রোগী	Rogi
রোগী	Rogi
রোজকেয়ামত	Rojakeyamata
রোজনামচা	Rojanamaca
রোডেত্ত	Rodetta
রোদ	Roda
রোদে পোড়া থেকে বাঁচার	Rode pora theke bamcara
রোধ করা	Rodha kara
রোপন	Ropana
রোবট	Robaa
রোবোটিক্স	Roboiksa
রোমন্থন করা	Romanthana kara
রোমশ	Romasha
রোমাঁচকর	Romamcakara
রোমাঁচকর গল্প	Romamcakara galpa
রোমান	Romana
রোমান ক্যাথলিক	Romana kyathalika
রোমান ক্যাথলিক ধর্ম	Romana kyathalika dharma
রোমান বর্ণমালা	Romana barnamala
রোমান সংখ্যা	Romana sankhya
রোমান্টিক	Romanika
রোমান্টিক	Romanika
রোম্যান্টিক	Romyanika
রোল	Rola
রোল কল	Rola kala
রোল মডেল	Rola madela
রোলের-স্কেইট্ করা	Rolera-ske'i kara
রৌদ্র	Raudra
রৌদ্রদগ্ধ	Raudradagdha
রৌদ্রপক্ব ইষ্টক	Raudrapakba isaka
রৌদ্রস্নান করা	Raudrasnana kara
রৌদ্রস্পর্শের ফলে গাত্রচর্মের পীতাভ হইয়াছে এমন	Raudrasparshera phale gatracarmera pitabha ha'iyache emana
রৌপ্য পদক	Raupya padaka
রৌপ্যশিল্পী	Raupyashilpi
র্যাঁশ	Ryamsha
র্যাঁশে ঘর	Ryamshe ghara
র্যাঁশের	Ryamshera
র্যাংকিং	Ryanking
র্যাকুন	Ryakuna
র্যাকেটীয়ার	Ryakeiyara
র্যাটল-সাপ	Ryaala-sapa
র্যাডণপদার্থ	Ryadanapadartha
র্যাপিস্ট্	Ryapis
লক্ষণ	Laksana
লক্ষণ	Laksana
লক্ষণ	Laksana
লক্ষণীয়	Laksaniya
লক্ষণীয়	Laksaniya
লক্ষণীয়	Laksaniya
লক্ষণীয়	Laksaniya
লক্ষণীয়	Laksaniya
লক্ষণীয়ভাবে	Laksaniyabhabe
লক্ষণীয়ভাবে	Laksaniyabhabe
লক্ষণীয়ভাবে	Laksaniyabhabe
লক্ষ্য	Laksya
লক্ষ্য	Laksya
লক্ষ্য	Laksya
লক্ষ্য ছাড়ান	Laksya charana
লগি ঠেলা	Lagi hela
লঘুচেতা	Laghuceta
লঙ্গরখানা	Langarakhana
লঙ্ঘন	Langhana
লঙ্ঘন	Langhana
লঙ্ঘন করা	Langhana kara
লঙ্ঘন করা	Langhana kara
লঙ্ঘন করা	Langhana kara
লজ্জা	Lajja
লজ্জাজনক	Lajjajanaka
লজ্জার	Lajjara
লজ্জাস্থান	Lajjasthana
লজ্জাহীন	Lajjahina
লজ্জাহীন	Lajjahina
লজ্জিত	Lajjita
লটারি	Laari
লতা	Lata
লতাপাতার ভেষজ গুণসংক্রান্ত	Latapatara bhesaja gunasankranta
লবণ	Labana
লব্ধি	Labdhi
লম্ফ	Lampha
লম্বমান তুষারকণা	Lambamana tusarakana
লম্বা	Lamba
লম্বা মোজাবন্ধনী	Lamba mojabandhani
লয়	Laya
লয়	Laya
লয়	Laya
ললাট	Lalaa
লহরী	Lahari
লাই দেত্তয়া	La'i dettaya
লাইন চ্যুত করান	La'ina cyuta karana
লাইনচ্যুত	La'inacyuta
লাউ	La'u
লাগানো	Lagano
লাগানো	Lagano
লাগাম	Lagama
লাঙ্গল	Langala
লাজুক	Lajuka
লাজুক	Lajuka
লাজুক	Lajuka
লাজুক	Lajuka
লাঠি	Lahi
লাঠি	Lahi
লাঠি	Lahi
লাঠি	Lahi
লাঠি স্থানান্তর	Lahi sthanantara
লাথি মারা	Lathi mara
লাফ - শুরু	Lapha - shuru
লাফ দড়ি	Lapha dari
লাফানে	Laphane
লাফালাফি করা	Laphalaphi kara
লাফালাফি করা	Laphalaphi kara
লাভ	Labha
লাভজনক	Labhajanaka
লাভজনকতা	Labhajanakata
লাভজনকভাবে	Labhajanakabhabe
লাম্পট্য	Lampaya
লাল	Lala
লাল করা	Lala kara
লাল ক্রূশচিহ্ন	Lala krushacihna
লাল গালিচা	Lala galica
লাল চক্ষু	Lala caksu
লাল চুত্তয়ালা লোক	Lala cuttayala loka
লাল রঙ ব্যবহার করা	Lala rana byabahara kara
লাল রঙের পেড়	Lala ranera pera
লাল শোণিতকণার রঁজক উপাদান	Lala shonitakanara ramjaka upadana
লাল হেরিং	Lala hering
লালচে	Lalace
লালতা	Lalata
লালন পালনের	Lalana palanera
লালনপালন করা	Lalanapalana kara
লালবর্ণ	Lalabarna
লালা	Lala
লালা ঝরান	Lala jharana
লিখতে যেয়ে	Likhate yeye
লিখিত মূল্য	Likhita mulya
লিঙ্গ	Linga
লিঙ্গ	Linga
লিঙ্গ	Linga
লিঙ্গত্বক্	Lingatbak
লিপি	Lipi
লিপিবিদ্যা	Lipibidya
লিপ্সা	Lipsa
লিফট	Liphaa
লুকাইয়া রাখা	Luka'iya rakha
লুকাইয়া রাখা বস্তু	Luka'iya rakha bastu
লুকাচুরি	Lukacuri
লুকান	Lukana
লুকিয়েছেন	Lukiyechena
লুক্কায়িত	Lukkayita
লুক্কায়িত স্থান	Lukkayita sthana
লুটপাট	Luapaa
লুঠ	Luha
লুঠতরাজ	Luhataraja
লুঠতরাজ	Luhataraja
লুণ্ঠন	Lunhana
লুণ্ঠনমূলক	Lunhanamulaka
লুপ্ত	Lupta
লুৎফর	Lutphara
লেখক	Lekhaka
লেখক	Lekhaka
লেখকের ছদ্মনাম	Lekhakera chadmanama
লেখাচুরি	Lekhacuri
লেঙ	Lena
লেজ	Leja
লেজ	Leja
লেজ	Leja
লেজার নির্দেশক	Lejara nirdeshaka
লেনদেন	Lenadena
লেনদেন	Lenadena
লেনদেন	Lenadena
লেপ	Lepa
লেপন করা	Lepana kara
লেপা	Lepa
লোক	Loka
লোক	Loka
লোক	Loka
লোক পড়ে	Loka pare
লোক ফাঁদের সাহায্যে জীবজন্তু	Loka phamdera sahayye jibajantu
লোক বসান	Loka basana
লোক সঙ্গীত	Loka sangita
লোকটা	Lokaa
লোকদেখান	Lokadekhana
লোকাচারবিদ্যা	Lokacarabidya
লোকায়ত করা	Lokayata kara
লোটোখেলা	Lookhela
লোনা	Lona
লোভ	Lobha
লোভার্তভাবে	Lobhartabhabe
লোভী	Lobhi
লোভী ব্যাংক	Lobhi byanka
লোমকূপ	Lomakupa
লোমযুক্ত	Lomayukta
লোমশ	Lomasha
লোহা	Loha
লৌকিকতাবর্জিত	Laukikatabarjita
লৌকিকতাহীনতা	Laukikatahinata
শক ওয়েভ	shaka oyebha
শকুনি	shakuni
শক্ত	shakta
শক্ত করা	shakta kara
শক্ত কাঠওয়ালা	shakta kaha'oyala
শক্তসমর্থ	shaktasamartha
শক্তি	shakti
শক্তি	shakti
শক্তি	shakti
শক্তি	shakti
শক্তি	shakti
শক্তি	shakti
শক্তি বাড়ান	shakti barana
শক্তি বাড়ান	shakti barana
শক্তি বাড়ান	shakti barana
শক্তির পরিমাপ করা	shaktira parimapa kara
শক্তিশালী	shaktishali
শক্তিশালী	shaktishali
শক্তিহানিকর	shaktihanikara
শক্তিহীনতা	shaktihinata
শক্য	shakya
শখ	shakha
শঙ্কু	shanku
শঙ্কু	shanku
শজারু	shajaru
শট	shaa
শট করা	shaa kara
শটগান	shaagana
শটগান বিবাহের	shaagana bibahera
শঠ	shaha
শঠতা	shahata
শঠতা	shahata
শণ	shana
শতকরা হার	shatakara hara
শতগুণে	shatagune
শতমুখ	shatamukha
শতমুখে	shatamukhe
শতমূলী	shatamuli
শতাংশ	shatansha
শত্রু	shatru
শত্রু	shatru
শত্রুতা	shatruta
শত্রুতা	shatruta
শত্রুতা	shatruta
শত্রুতা	shatruta
শত্রুতা	shatruta
শত্রুবূহ্যভেদ	shatrubuhyabheda
শত্রুভাবাপন্ন	shatrubhabapanna
শনি	shani
শনিবার	shanibara
শপথ	shapatha
শপথ	shapatha
শপথ গ্রহণ	shapatha grahana
শপথ গ্রহণপূর্বক ঘোষণা করা	shapatha grahanapurbaka ghosana kara
শপথভঙ্গ	shapathabhanga
শপিং কার্ট	shaping kara
শপিং ব্যাগ	shaping byaga
শপিং মল	shaping mala
শপিং মলের	shaping malera
শবযান	shabayana
শব্দ	shabda
শব্দ	shabda
শব্দ কাগজ	shabda kagaja
শব্দ কামড়	shabda kamara
শব্দ দূষণের	shabda dusanera
শব্দ বাধা	shabda badha
শব্দ শপথ	shabda shapatha
শব্দগতভাবে	shabdagatabhabe
শব্দতালিকা	shabdatalika
শব্দবিন্যাস	shabdabin'yasa
শব্দরোধী	shabdarodhi
শব্দার্থবিদ্যা	shabdarthabidya
শব্দার্থিক	shabdarthika
শব্দের অপেক্ষা দ্রুতগামী	shabdera apeksa drutagami
শয়তান	shayatana
শয়তান	shayatana
শয়তান এর উকিল	shayatana era ukila
শয়তানি বুদ্ধি	shayatani bud'dhi
শয়নকক্ষ	shayanakaksa
শয়নকক্ষে যে মৃদু বাতি রাত্রে জ্বালাইয়া রাখা হয়	shayanakakse ye mrdu bati ratre jbala'iya rakha haya
শয়নকাল	shayanakala
শয্যাচ্ছাদনী	shayyacchadani
শয্যাশায়ী	shayyashayi
শয্যোপকরণ	shayyopakarana
শরবত	sharabata
শরীর	sharira
শরীরচর্চা	shariracarca
শরীরচর্চা	shariracarca
শরীরচর্চার যন্ত্র	shariracarcara yantra
শরীরী	shariri
শরীরের ঘ্রাণ	sharirera ghrana
শরীরের ভাষা	sharirera bhasa
শর্করাবৎ	sharkarabat
শর্টওয়েভ	shara'oyebha
শর্টকাট	sharakaa
শর্তাবলী	shartabali
শরৎ	sharat
শশ	shasha
শস্য	shasya
শস্যবিশেষের	shasyabishesera
শস্যাগার	shasyagara
শস্যের বোঝা	shasyera bojha
শহর	shahara
শহরতলি	shaharatali
শহরতলির জীবনযাত্রা	shaharatalira jibanayatra
শহরতলিসুলভ	shaharatalisulabha
শহরতলী	shaharatali
শহরবাসী	shaharabasi
শহরবাসী র্যাঁশ	shaharabasi ryamsha
শহরে ইন্থর্দিপাড়া	shahare inthardipara
শহরের কেন্দ্রস্থল	shaharera kendrasthala
শহরের বাড়ি	shaharera bari
শহরের যে অংশ বেশ্যালয় আছে	shaharera ye ansha beshyalaya ache
শাঁস	shamsa
শাক	shaka
শাখা	shakha
শাখা	shakha
শাখাপ্রশাখা	shakhaprashakha
শাগরেদ	shagareda
শাট -ইন	shaa -ina
শাণত্তয়ালা	shanattayala
শান	shana
শান-পাথার	shana-pathara
শানকোণ	shanakona
শানকোণগত	shanakonagata
শান্ত	shanta
শান্ত	shanta
শান্ত	shanta
শান্ত	shanta
শান্ত করা	shanta kara
শান্ত করা	shanta kara
শান্ত করা	shanta kara
শান্তভাবে	shantabhabe
শান্তভাবে	shantabhabe
শান্তি	shanti
শান্তি	shanti
শান্তি পাইপ	shanti pa'ipa
শান্তিকালীন	shantikalina
শান্তিটাউন	shantia'una
শান্তিতে	shantite
শান্তিপূর্ণ	shantipurna
শান্তিপ্রবণ	shantiprabana
শান্তিবাদ	shantibada
শান্তিবাদী	shantibadi
শান্তির বিচারপতি	shantira bicarapati
শান্তিরক্ষা	shantiraksa
শাব্দ	shabda
শামিয়ানা	shamiyana
শামিয়ানা	shamiyana
শামুক	shamuka
শামুক	shamuka
শামুক মেইল	shamuka me'ila
শামুকবিশেষ	shamukabishesa
শায়িত্ব	shayitba
শায়েস্তা করা	shayesta kara
শারদ	sharada
শারীর	sharira
শারীরবৃত্তীয়	sharirabrttiya
শারীরস্থান	sharirasthana
শারীরিক	sharirika
শারীরিক	sharirika
শারীরিক থেরাপি	sharirika therapi
শারীরিক থেরাপিস্ট	sharirika therapisa
শারীরিক পরীক্ষা	sharirika pariksa
শারীরিক শিক্ষা	sharirika shiksa
শারীরিকভাবে	sharirikabhabe
শার্ট	shara
শার্সি	sharsi
শাল	shala
শালগম	shalagama
শালীন	shalina
শালীনতা	shalinata
শালীনতাবোধে ঘা দিতে পারে	shalinatabodhe gha dite pare
শালীনতার ভানে-ভরা স্ত্রীলোক	shalinatara bhane-bhara striloka
শাল্তি	shalti
শাসক	shasaka
শাসক	shasaka
শাসক	shasaka
শাসক	shasaka
শাসক-সংক্রান্ত	shasaka-sankranta
শাসন	shasana
শাসন	shasana
শাসন ​​করা	shasana kara
শাসান	shasana
শাসানি	shasani
শাস্তা	shasta
শাস্তি	shasti
শাস্তি	shasti
শাস্তি	shasti
শাস্তিমূলক	shastimulaka
শাস্তিমূলক	shastimulaka
শাস্তিমূলক	shastimulaka
শিকড়	shikara
শিকল	shikala
শিকার	shikara
শিকার	shikara
শিকার কুকুর	shikara kukura
শিকারী কুকুরবিসেয	shikari kukurabiseya
শিক্ষক	shiksaka
শিক্ষক	shiksaka
শিক্ষকের পোষা	shiksakera posa
শিক্ষণ সহকারী	shiksana sahakari
শিক্ষা	shiksa
শিক্ষা দেত্তয়া	shiksa dettaya
শিক্ষাগত	shiksagata
শিক্ষাগত দিক	shiksagata dika
শিক্ষাগতভাবে	shiksagatabhabe
শিক্ষাদান	shiksadana
শিক্ষাদান	shiksadana
শিক্ষাদান	shiksadana
শিক্ষাদীক্ষা	shiksadiksa
শিক্ষাদীক্ষা	shiksadiksa
শিক্ষানবিস	shiksanabisa
শিক্ষানবিস	shiksanabisa
শিক্ষানবিসি	shiksanabisi
শিক্ষাবিজ্ঞান	shiksabijnana
শিক্ষাব্রতী	shiksabrati
শিক্ষামূলক	shiksamulaka
শিক্ষায়তন	shiksayatana
শিক্ষালয়	shiksalaya
শিক্ষিত	shiksita
শিক্ষিত করা	shiksita kara
শিখ	shikha
শিখ	shikha
শিখর	shikhara
শিখর	shikhara
শিখা	shikha
শিখান	shikhana
শিঙা	shina
শিথিল	shithila
শিথিল করা	shithila kara
শিনবার	shinabara
শিবির	shibira
শিম	shima
শিম	shima
শিয়াল	shiyala
শিয়ালমুখো হাঙ্গর	shiyalamukho hangara
শিরছেদনার্থ যন্ত্রবিশেষ	shirachedanartha yantrabishesa
শিরসঁচালন	shirasamcalana
শিরস্ত্রাণ	shirastrana
শিরা	shira
শিরাবরণ	shirabarana
শিরায় প্রদানের জন্য	shiraya pradanera jan'ya
শিরিষ-কাগজ	shirisa-kagaja
শিরিস বোর্ড	shirisa borda
শিরোনাম	shironama
শিরোনাম	shironama
শিরোনামটি	shironamai
শিল	shila
শিলা	shila
শিলাবৃষ্টি	shilabrsi
শিলাবৃষ্টি	shilabrsi
শিলাময়	shilamaya
শিলীভূত করা	shilibhuta kara
শিল্প	shilpa
শিল্প	shilpa
শিল্প	shilpa
শিল্প কলা	shilpa kala
শিল্প পার্ক	shilpa parka
শিল্পকর্ম	shilpakarma
শিল্পকলা	shilpakala
শিল্পদক্ষতা	shilpadaksata
শিল্পপতি	shilpapati
শিল্পসমৃদ্ধ করা	shilpasamrd'dha kara
শিল্পাদিকৌশলে দক্ষ	shilpadikaushale daksa
শিল্পানুগ	shilpanuga
শিল্পায়ন	shilpayana
শিল্পিসুলভ	shilpisulabha
শিল্পী	shilpi
শিল্পী	shilpi
শিশির	shishira
