লোমযুক্ত	lomayukta
লোমশ	lomasha
লোহা	loha
লৌকিকতাবর্জিত	laukikatabarjita
লৌকিকতাহীনতা	laukikatahinata
ওয়েভ	oyebha
শকুনি	shakuni
শক্ত	shakta
শক্ত	shakta
করা	kara
শক্ত	shakta
কাঠওয়ালা	kahaoyala
শক্তসমর্থ	shaktasamartha
শক্তি	shakti
শক্তি	shakti
বাড়ান	barana
শক্তির	shaktira
পরিমাপ	parimapa
করা	kara
শক্তিশালী	shaktishali
শক্তিহানিকর	shaktihanikara
শক্তিহীনতা	shaktihinata
শক্য	shakya
শঙ্কু	shanku
শজারু	shajaru
করা	kara
শটগান	shaagana
শটগান	shaagana
বিবাহের	bibahera
শঠতা	shahata
শতকরা	shatakara
হার	hara
শতগুণে	shatagune
শতমুখ	shatamukha
শতমুখে	shatamukhe
শতমূলী	shatamuli
শতাংশ	shatansha
শত্রু	shatru
শত্রুতা	shatruta
শত্রুবূহ্যভেদ	shatrubuhyabheda
শত্রুভাবাপন্ন	shatrubhabapanna
শনি	shani
শনিবার	shanibara
গ্রহণ	grahana
গ্রহণপূর্বক	grahanapurbaka
ঘোষণা	ghosana
করা	kara
শপথভঙ্গ	shapathabhanga
শপিং	shaping
কার্ট	kara
শপিং	shaping
ব্যাগ	byaga
শপিং	shaping
শপিং	shaping
মলের	malera
শবযান	shabayana
শব্দ	shabda
শব্দ	shabda
কাগজ	kagaja
শব্দ	shabda
কামড়	kamara
শব্দ	shabda
দূষণের	dusanera
শব্দ	shabda
বাধা	badha
শব্দ	shabda
শব্দগতভাবে	shabdagatabhabe
শব্দতালিকা	shabdatalika
শব্দবিন্যাস	shabdabinyasa
শব্দরোধী	shabdarodhi
শব্দার্থবিদ্যা	shabdarthabidya
শব্দার্থিক	shabdarthika
শব্দের	shabdera
অপেক্ষা	apeksa
দ্রুতগামী	drutagami
শয়তান	shayatana
শয়তান	shayatana
উকিল	ukila
শয়তানি	shayatani
বুদ্ধি	buddhi
শয়নকক্ষ	shayanakaksa
শয়নকক্ষে	shayanakakse
যে	ye
মৃদু	mrdu
বাতি	bati
রাত্রে	ratre
জ্বালাইয়া	jbalaiya
রাখা	rakha
হয়	haya
শয়নকাল	shayanakala
শয্যাচ্ছাদনী	shayyacchadani
শয্যাশায়ী	shayyashayi
শয্যোপকরণ	shayyopakarana
শরীর	sharira
শরীরচর্চা	shariracarca
শরীরচর্চার	shariracarcara
যন্ত্র	yantra
শরীরী	shariri
শরীরের	sharirera
ঘ্রাণ	ghrana
শরীরের	sharirera
ভাষা	bhasa
শর্করাবৎ	sharkarabat
শর্টওয়েভ	sharaoyebha
শর্টকাট	sharakaa
শর্তাবলী	shartabali
শস্য	shasya
শস্যবিশেষের	shasyabishesera
শস্যাগার	shasyagara
শস্যের	shasyera
বোঝা	bojha
শহরতলি	shaharatali
শহরতলির	shaharatalira
জীবনযাত্রা	jibanayatra
শহরতলিসুলভ	shaharatalisulabha
শহরতলী	shaharatali
শহরবাসী	shaharabasi
শহরবাসী	shaharabasi
র্যাঁশ	ryamsha
শহরে	shahare
ইন্থর্দিপাড়া	inthardipara
শহরের	shaharera
কেন্দ্রস্থল	kendrasthala
শহরের	shaharera
বাড়ি	bari
শহরের	shaharera
যে	ye
অংশ	ansha
বেশ্যালয়	beshyalaya
আছে	ache
শাঁস	shamsa
শাক	shaka
শাখা	shakha
শাখাপ্রশাখা	shakhaprashakha
শাগরেদ	shagareda
শাট	shaa
শাণত্তয়ালা	shanattayala
শান	shana
শানপাথার	shanapathara
শানকোণ	shanakona
শানকোণগত	shanakonagata
শান্ত	shanta
শান্ত	shanta
করা	kara
শান্তভাবে	shantabhabe
শান্তি	shanti
শান্তি	shanti
পাইপ	paipa
শান্তিকালীন	shantikalina
শান্তিটাউন	shantiauna
শান্তিতে	shantite
শান্তিপূর্ণ	shantipurna
শান্তিপ্রবণ	shantiprabana
শান্তিবাদ	shantibada
শান্তিবাদী	shantibadi
শান্তির	shantira
বিচারপতি	bicarapati
শান্তিরক্ষা	shantiraksa
শাব্দ	shabda
শামিয়ানা	shamiyana
শামুক	shamuka
শামুক	shamuka
মেইল	meila
শামুকবিশেষ	shamukabishesa
শায়িত্ব	shayitba
শায়েস্তা	shayesta
করা	kara
শারদ	sharada
শারীর	sharira
শারীরবৃত্তীয়	sharirabrttiya
শারীরস্থান	sharirasthana
শারীরিক	sharirika
শারীরিক	sharirika
থেরাপি	therapi
শারীরিক	sharirika
থেরাপিস্ট	therapisa
শারীরিক	sharirika
পরীক্ষা	pariksa
শারীরিক	sharirika
শিক্ষা	shiksa
শারীরিকভাবে	sharirikabhabe
শার্ট	shara
শার্সি	sharsi
শাল	shala
শালগম	shalagama
শালীন	shalina
শালীনতা	shalinata
শালীনতাবোধে	shalinatabodhe
ঘা	gha
দিতে	dite
পারে	pare
শালীনতার	shalinatara
ভানেভরা	bhanebhara
স্ত্রীলোক	striloka
শাল্তি	shalti
শাসক	shasaka
শাসকসংক্রান্ত	shasakasankranta
শাসন	shasana
শাসন	shasana
​​করা	kara
শাসান	shasana
শাসানি	shasani
শাস্তা	shasta
শাস্তি	shasti
শাস্তিমূলক	shastimulaka
শিকড়	shikara
শিকল	shikala
শিকার	shikara
শিকার	shikara
কুকুর	kukura
শিকারী	shikari
কুকুরবিসেয	kukurabiseya
শিক্ষক	shiksaka
শিক্ষকের	shiksakera
পোষা	posa
শিক্ষণ	shiksana
সহকারী	sahakari
শিক্ষা	shiksa
শিক্ষা	shiksa
দেত্তয়া	dettaya
শিক্ষাগত	shiksagata
শিক্ষাগত	shiksagata
দিক	dika
শিক্ষাগতভাবে	shiksagatabhabe
শিক্ষাদান	shiksadana
শিক্ষাদীক্ষা	shiksadiksa
শিক্ষানবিস	shiksanabisa
শিক্ষানবিসি	shiksanabisi
শিক্ষাবিজ্ঞান	shiksabijnana
শিক্ষাব্রতী	shiksabrati
শিক্ষামূলক	shiksamulaka
শিক্ষায়তন	shiksayatana
শিক্ষালয়	shiksalaya
শিক্ষিত	shiksita
শিক্ষিত	shiksita
করা	kara
শিখ	shikha
শিখর	shikhara
শিখা	shikha
শিখান	shikhana
শিঙা	shina
শিথিল	shithila
শিথিল	shithila
করা	kara
শিনবার	shinabara
শিবির	shibira
শিম	shima
শিয়াল	shiyala
শিয়ালমুখো	shiyalamukho
হাঙ্গর	hangara
শিরছেদনার্থ	shirachedanartha
যন্ত্রবিশেষ	yantrabishesa
শিরসঁচালন	shirasamcalana
শিরস্ত্রাণ	shirastrana
শিরা	shira
শিরাবরণ	shirabarana
শিরায়	shiraya
প্রদানের	pradanera
জন্য	janya
শিরিষকাগজ	shirisakagaja
শিরিস	shirisa
বোর্ড	borda
শিরোনাম	shironama
শিরোনামটি	shironamai
শিল	shila
শিলা	shila
শিলাবৃষ্টি	shilabrsi
শিলাময়	shilamaya
শিলীভূত	shilibhuta
করা	kara
শিল্প	shilpa
শিল্প	shilpa
কলা	kala
শিল্প	shilpa
পার্ক	parka
শিল্পকর্ম	shilpakarma
শিল্পকলা	shilpakala
শিল্পদক্ষতা	shilpadaksata
শিল্পপতি	shilpapati
শিল্পসমৃদ্ধ	shilpasamrddha
করা	kara
শিল্পাদিকৌশলে	shilpadikaushale
দক্ষ	daksa
শিল্পানুগ	shilpanuga
শিল্পায়ন	shilpayana
শিল্পিসুলভ	shilpisulabha
শিল্পী	shilpi
শিশির	shishira
শিশু	shishu
শিশু	shishu
ঘোটকী	ghoaki
শিশুহংসী	shishuhansi
শিশুদের	shishudera
জন্য	janya
পশমে	pashame
বোনা	bona
জুতা	juta
শিশুবিদ্যালয়	shishubidyalaya
শিশুভোলান	shishubholana
ছড়া	chara
শিশুর	shishura
ক্যাঙ্গারুর	kyangarura
শিশুর	shishura
গম্ভীর	gambhira
গর্জন	garjana
শিশুরোগ	shishuroga
শিশুশালা	shishushala
শিশুসুলভ	shishusulabha
শিশ্ন	shishna
শিষ্টাচার	shisacara
শিষ্য	shisya
শিহরণ	shiharana
শিহরিত	shiharita
শিহরিত	shiharita
করা	kara
শীঘ্রই	shighrai
শীতযাপন	shitayapana
করা	kara
শীতযাপনতা	shitayapanata
শীতল	shitala
শীতল	shitala
করা	kara
শীর্ষ	shirsa
শীর্ষদেশে	shirsadeshe
থাকা	thaka
শুঁটি	shumi
শুঁড়ী	shumri
শুঁয়া	shumya
শুকনো	shukano
শুকনো	shukano
শুক্র	shukra
শুক্রবার	shukrabara
শুক্রাণু	shukranu
শুঙ্গ	shunga
শুটিং	shuing
শুধা	shudha
শুধুমাত্র	shudhumatra
শুনা	shuna
শুনান	shunana
শুনিতে	shunite
পাইবার	paibara
দূরত্ব	duratba
শুনিয়াই	shuniyai
অপরাধী	aparadhi
সাব্যস্ত	sabyasta
শুভ	shubha
যেতে	yete
ভাগ্যবান	bhagyabana
শুভক্ষণ	shubhaksana
শুভেচ্ছা	shubheccha
শুয়োরের	shuyorera
মাংস	mansa
শুরু	shuru
শুল্ক	shulka
শুশুক	shushuka
শুষ্ক	shuska
শুষ্ক	shuska
পরিচ্ছন্ন	paricchanna
শুষ্ক	shuska
ক্লীনার্স	klinarsa
শুষ্ক	shuska
খড়কুটা	kharakua
শুষ্ক	shuska
খড়কুটার	kharakuara
রাখার	rakhara
বাক্স	baksa
শুষ্ক	shuska
দ্রব্যের	drabyera
পরিমাণবিশেষ	parimanabishesa
শুষ্ক	shuska
পণ্য	panya
শুষ্ক	shuska
শুষ্ক	shuska
রান	rana
শূকর	shukara
শূকরের	shukarera
খোঁয়াড়	khomyara
শূন্য	shunya
শূন্যগর্ভ	shunyagarbha
শূন্যতা	shunyata
শূন্যস্থান	shunyasthana
শূন্যে	shunye
শৃগাল	shrgala
শৃঙ্খল	shrnkhala
শৃঙ্খলা	shrnkhala
শৃঙ্গাকার	shrngakara
শেখান	shekhana
শেত্তলাগুলি	shettalaguli
শেরি	sheri
শেরিফ	sheripha
শেল্ভিং	shelbhing
শেষ	shesa
শেষ	shesa
জোন	jona
শেষকৃত্যের	shesakrtyera
হোম	homa
শেষবিচারের	shesabicarera
দিন	dina
শৈলপ্রান্ত	shailapranta
শৈলান্তরীপ	shailantaripa
শৈলী	shaili
শৈশব	shaishaba
শো	sho
শো	sho
বন্ধ	bandha
শো	sho
ব্যবসা	byabasa
শোঁ	shom
শব্দ	shabda
শোঁকা	shomka
শোক	shoka
করা	kara
শোচনীয়	shocaniya
শোচনীয়ভাবে	shocaniyabhabe
শোধন	shodhana
করা	kara
শোধনাগার	shodhanagara
শোধাক্ষমতা	shodhaksamata
শোধিত	shodhita
শোনা	shona
শোভন	shobhana
শোভন	shobhana
হত্তয়া	hattaya
শোভনতা	shobhanata
শোভনভাবে	shobhanabhabe
শোভাবর্ধনার্থ	shobhabardhanartha
দেত্তয়া	dettaya
সূত্রগুচ্ছ	sutraguccha
শোভাময়	shobhamaya
করে	kare
শোভাযাত্রা	shobhayatra
শোয়ান	shoyana
শোরুম	shoruma
শোষ	shosa
শোষক	shosaka
শোষণ	shosana
শোষিত	shosita
শৌখিন	shaukhina
শ্বসন	shbasana
শ্বসন	shbasana
করা	kara
শ্বাস	shbasa
ফেলা	phela
শ্বাসক্রিয়া	shbasakriya
শ্বাসগ্রহণকারী	shbasagrahanakari
শ্বাসনালী	shbasanali
শ্বাসযন্ত্রের	shbasayantrera
শ্বাসরোধ	shbasarodha
করা	kara
শ্বাসরোধী	shbasarodhi
শ্বাসাঘাত	shbasaghata
শ্বেততাপ	shbetatapa
শ্মশ্রুধারী	shmashrudhari
শ্যামল	shyamala
শ্যামলিমা	shyamalima
শ্যামাঙ্গিনী	shyamangini
শ্যাম্পু	shyampu
শ্রদ্ধা	shraddha
শ্রদ্ধা	shraddha
করা	kara
শ্রদ্ধানিবেদন	shraddhanibedana
শ্রদ্ধাশীল	shraddhashila
শ্রদ্ধেয়	shraddheya
শ্রবণ	shrabana
শ্রবণ	shrabana
প্রতিবন্ধী	pratibandhi
শ্রবণ	shrabana
শ্রবণ	shrabana
ত্ত	tta
দর্শন	darshana
সঙ্গে	sange
হয়	haya
শ্রবণশক্তি	shrabanashakti
শ্রবণাতীত	shrabanatita
শ্রমবিমুখতা	shramabimukhata
শ্রমশীল	shramashila
শ্রমসাধ্য	shramasadhya
শ্রান্ত	shranta
শ্রাব্য	shrabya
শ্রুতি	shruti
শ্রুতিলিখন	shrutilikhana
শ্রুতিলেখক	shrutilekhaka
শ্রেণী	shreni
শ্রেণীবদ্ধ	shrenibaddha
করা	kara
শ্রেণীবিন্যাস	shrenibinyasa
শ্রেণীভুক্ত	shrenibhukta
করা	kara
শ্রেষ্ঠ	shresha
হত্তয়া	hattaya
শ্রেষ্ঠত্ব	shreshatba
শ্রোণীচক্র	shronicakra
শ্রোতৃমণ্ডলীর	shrotrmandalira
জন্য	janya
নির্দিষ্ট	nirdisa
স্থান	sthana
শ্রোর্ণী	shrorni
শ্লথ	shlatha
শ্লেষ	shlesa
ষট্কোণ	shakona
ষড়্ভুজাকার	sharbhujakara
ষণ্ড	shanda
ষদচ্ছ	shadaccha
ষদুন্মুক্তভাবে	shadunmuktabhabe
ষষ্টিতম	shasitama
ষষ্ঠ	shasha
ষষ্ঠ	shasha
ইন্দ্রিয়	indriya
ষাঁড়	shamra
ষাট	shaa
ষোড়শ	shorasha
ষোল	shola
ষ্টীল	shila
লাইফ	laipha
ধূসর	dhusara
রঁজন	ramjana
লোণা	lona
সঁচয়	samcaya
উপায়	upaya
সঁজাত	samjata
সংকীর্ণ	sankirna
সংকীর্ণচিত্ততা	sankirnacittata
সংকীর্ণতা	sankirnata
সংকীর্ণভাবে	sankirnabhabe
সংকীর্তন	sankirtana
সংকেত	sanketa
সংক্রমণ	sankramana
সংক্রমণগত	sankramanagata
সংক্রমণের	sankramanera
সংক্রান্ত	sankranta
সংক্রান্ত	sankranta
প্রচুর	pracura
কড়া	kara
সংক্রামক	sankramaka
সংক্রামিত	sankramita
করা	kara
সংক্ষিপ্ত	sanksipta
সংক্ষিপ্ত	sanksipta
করা	kara
সংক্ষিপ্ততা	sanksiptata
সংক্ষিপ্তবৃত্তি	sanksiptabrtti
সংক্ষিপ্তভাবে	sanksiptabhabe
সংক্ষিপ্তসার	sanksiptasara
সংক্ষেপ	sanksepa
সংক্ষেপ	sanksepa
করা	kara
সংখ্যা	sankhya
সংখ্যা	sankhya
নির্ণয়	nirnaya
করা	kara
সংখ্যাগত	sankhyagata
সংখ্যায়	sankhyaya
অধিক	adhika
হত্তয়া	hattaya
সংখ্যায়	sankhyaya
ব্যক্ত	byakta
করা	kara
সংখ্যাসূচক	sankhyasucaka
সংখ্যাসূচকভাবে	sankhyasucakabhabe
সংগঠন	sangahana
সংগঠিত	sangahita
সংগঠিত	sangahita
করা	kara
সংগীত	sangita
ইত্যাদিতে	ityadite
অতিমিষ্টত্ব	atimisatba
বা	ba
ন্যাকাপনা	nyakapana
সংগ্রহ	sangraha
সংগ্রহস্থল	sangrahasthala
সংগ্রহস্থলের	sangrahasthalera
সংগ্রাম	sangrama
সংগ্রাম	sangrama
করা	kara
সংঘটনের	sanghaanera
পরে	pare
বোধোদয়	bodhodaya
সংচিতি	sanciti
সংজ্ঞা	sanjna
সংজ্ঞাবহ	sanjnabaha
সংপৃক্তি	samprkti
সংবাদ	sambada
সম্মেলনে	sammelane
সংবাদ	sambada
হিসেবে	hisebe
সংবাদদাতা	sambadadata
সংবাদপত্র	sambadapatra
সংবাদপত্র	sambadapatra
ছাপানর	chapanara
কাগজ	kagaja
সংবাদবাহক	sambadabahaka
সংবাদবাহী	sambadabahi
পত্র	patra
সংবিগ্ন	sambigna
সংবিধি	sambidhi
সংবিধিবদ্ধ	sambidhibaddha
সংবিধিবদ্ধ	sambidhibaddha
ধর্ষণ	dharsana
সংবেদন	sambedana
সংবেদনবাদ	sambedanabada
সংবেদনশীল	sambedanashila
সংবেদনশীলতা	sambedanashilata
সংবেদনশীলভাবে	sambedanashilabhabe
সংভরণ	sambharana
সংযত	sanyata
সংযমন	sanyamana
সংযাত্রী	sanyatri
সংযুক্ত	sanyukta
সংযোজন	sanyojana
সংযোজিত	sanyojita
করা	kara
সংরক্ষণ	sanraksana
সংরক্ষণকর	sanraksanakara
সংরক্ষণশীল	sanraksanashila
সংরক্ষিত	sanraksita
সংরক্ষিত	sanraksita
করা	kara
সংলগ্ন	sanlagna
সংলগ্ন	sanlagna
করা	kara
সংলাপ	sanlapa
সংশয়বাদ	sanshayabada
সংশোধন	sanshodhana
সংশোধন	sanshodhana
করা	kara
সংশোধনাতীত	sanshodhanatita
সংশ্লিষ্ট	sanshlisa
সংশ্লেষ	sanshlesa
সংশ্লেষ	sanshlesa
করা	kara
সংশ্লেষণ	sanshlesana
সংশ্লেষণগুলোতে	sanshlesanagulote
সংসদ	sansada
সংসদীয়	sansadiya
সংসর্গ	sansarga
সংস্করণ	sanskarana
সংস্কার	sanskara
সংস্কার	sanskara
স্কুল	skula
সংস্কারক	sanskaraka
সংস্কারমুক্ত	sanskaramukta
সংস্থান	sansthana
সংস্থাপন	sansthapana
সংহতি	sanhati
সংহতিনাশক	sanhatinashaka
সংহিতা	sanhita
সকর্মক	sakarmaka
অবস্থাতেই	abasthatei
সকাম	sakama
সকাল	sakala
সকেট	sakea
সক্রিয়	sakriya
সক্রিয়	sakriya
করা	kara
সক্ষম	saksama
সঙ্কল্প	sankalpa
সঙ্কীর্ণ	sankirna
সঙ্কীর্ণমনা	sankirnamana
ব্যক্তি	byakti
সঙ্কুচিত	sankucita
সঙ্কুচিত	sankucita
মোড়ানো	morano
সঙ্কুচিত	sankucita
করা	kara
সঙ্কোচন	sankocana
সঙ্কোচনীয়	sankocaniya
সঙ্গত	sangata
সঙ্গতবাদক	sangatabadaka
সঙ্গতি	sangati
সঙ্গরোধ	sangarodha
সঙ্গিন	sangina
সঙ্ঘ	sangha
সঙ্ঘর্ষ	sangharsa
সচকিত	sacakita
সচিত্র	sacitra
সচিব	saciba
সচেতন	sacetana
সচেতনতা	sacetanata
সচ্চরিত্র	saccaritra
সচ্ছলতা	sacchalata
সজাগ	sajaga
সজাতি	sajati
সজীব	sajiba
সজোরে	sajore
সজোরে	sajore
আঘাত	aghata
সজ্জন	sajjana
সজ্জা	sajja
সজ্জিত	sajjita
সজ্জিত	sajjita
করা	kara
সঞ্চয়	sancaya
সঞ্চয়	sancaya
অ্যাকাউন্ট	ayakauna
সঞ্চয়	sancaya
সঞ্চয়	sancaya
ব্যাংক	byanka
সটীক	saika
সঠিক	sahika
সঠিক	sahika
বিশেষ্য	bishesya
সঠিকতা	sahikata
সঠিকভাবে	sahikabhabe
সতছেলে	satachele
সততা	satata
সতমেয়ে	satameye
সতর্ক	satarka
সতর্ক	satarka
করা	kara
সতর্ক	satarka
চাহনি	cahani
সতর্কতা	satarkata
সতেজ	sateja
সতেজ	sateja
করা	kara
সতেজকারক	satejakaraka
সতেজকারক	satejakaraka
কোর্স	korsa
সতের	satera
সত্তর	sattara
সত্তা	satta
সত্ত্ব	sattba
সত্ত্বেও	sattbeo
সত্ভাই	satbhai
সত্য	satya
সত্য	satya
বলিয়া	baliya
ঘোষণা	ghosana
করা	kara
সত্যতা	satyata
সত্যবাদী	satyabadi
সত্যি	satyi
বলতে	balate
সত্যিই	satyii
সত্যিকারভাবে	satyikarabhabe
সত্স্বভাব	satsbabhaba
সদম্ভ	sadambha
সদম্ভ	sadambha
চাল	cala
সদম্ভে	sadambhe
সদয়	sadaya
সদয়ভাবে	sadayabhabe
সদানন্দ	sadananda
সদাশয়	sadashaya
সদাশয়	sadashaya
সৈ্বরশাসন	saibarashasana
সদৃশ	sadrsha
সদৃশবিধান	sadrshabidhana
সদৃশবিধানানুযায়ী	sadrshabidhananuyayi
সদ্বিবেচনা	sadbibecana
সদ্য	sadya
সনন্দ	sananda
সনাক্ত	sanakta
সনাক্ত	sanakta
করা	kara
সনাক্তকরণ	sanaktakarana
সনির্বন্ধ	sanirbandha
সন্ত	santa
সন্তান	santana
উত্পাদন	utpadana
করা	kara
সন্তানসন্ততি	santanasantati
সন্তুষ্ট	santusa
সন্তোষ	santosa
সন্তোষজনক	santosajanaka
সন্তোষজনকভাবে	santosajanakabhabe
সন্ত্রাস	santrasa
সন্ত্রাসবাদ	santrasabada
সন্ত্রাসবাদী	santrasabadi
সন্ত্রাসিত	santrasita
করা	kara
সন্দিগ্ধতা	sandigdhata
সন্দিহান	sandihana
সন্দেহ	sandeha
সন্দেহজনক	sandehajanaka
সন্দেহপ্রবণ	sandehaprabana
সন্দেহবাদী	sandehabadi
সন্দেহভাজন	sandehabhajana
সন্দেহাতীত	sandehatita
সন্দেহাতীতভাবে	sandehatitabhabe
সন্দেহের	sandehera
চোখে	cokhe
সন্ধানী	sandhani
সন্ধানী	sandhani
আলোক	aloka
সন্ধিক্ষণ	sandhiksana
সন্ধিস্বরধ্বনি	sandhisbaradhbani
সন্ধ্যা	sandhya
সন্ধ্যাকাল	sandhyakala
সন্ধ্যায়	sandhyaya
সন্না	sanna
সন্নিধি	sannidhi
সন্নিবেশ	sannibesha
সন্নিহিত	sannihita
সন্ন্যাসরোগ	sannyasaroga
সপক্ষে	sapakse
যুক্তি	yukti
দেখান	dekhana
সপিনা	sapina
সপ্ততিতম	saptatitama
সপ্তদশ	saptadasha
সপ্তম	saptama
সপ্রতিভ	sapratibha
সপ্রশংসভাবে	saprashansabhabe
সফটওয়্যার	saphaaoyyara
সফলতা	saphalata
সফলভাবে	saphalabhabe
সফা	sapha
তারকা	taraka
সবলে	sabale
সবলে	sabale
আকর্ষণ	akarsana
সবাই	sabai
সবিনয়ে	sabinaye
সবিরাম	sabirama
সবিস্তার	sabistara
বিবরণী	bibarani
সবুজ	sabuja
সবুজ	sabuja
কার্ড	karda
সবুজ	sabuja
শাকসবজি	shakasabaji
সবুজ	sabuja
শিম	shima
সবে	sabe
সবে	sabe
মাত্র	matra
সব্যসাচীর	sabyasacira
ন্যায়	nyaya
গুণবিশিষ্ট	gunabishisa
সভাপতি	sabhapati
সভাপতির	sabhapatira
হাতুড়ি	haturi
সমকামীতা	samakamita
সমকোণ	samakona
সমগ্র	samagra
সমতা	samata
সমতুল্য	samatulya
সমধর্মিতা	samadharmita
সমন্বয়	samanbaya
সমন্বয়	samanbaya
করা	kara
সমপরিমাণ	samaparimana
সমবর্তন	samabartana
সমবর্তিত	samabartita
করা	kara
সমবায়	samabaya
সঙ্ঘ	sangha
সমবাহু	samabahu
সমবেদী	samabedi
সমব্যথী	samabyathi
সমমাত্রিক	samamatrika
সময়	samaya
সময়	samaya
অঞ্চল	ancala
সময়	samaya
অপগিত	apagita
হয়	haya
সময়	samaya
সময়	samaya
এবং	ebang
একটি	ekai
অর্ধ	ardha
সময়	samaya
কার্ড	karda
সময়	samaya
নির্ণায়ক	nirnayaka
সময়	samaya
সংরক্ষণ	sanraksana
দিবালোক	dibaloka
সময়	samaya
সীমা	sima
সময়জ্ঞান	samayajnana
সময়নিরুপণতালিকা	samayanirupanatalika
সময়নিষ্ঠ	samayanisha
সময়সূচি	samayasuci
সময়োপযোগী	samayopayogi
সমরতি	samarati
সমর্থ	samartha
সমর্থক	samarthaka
সমর্থন	samarthana
সমর্থনযোগ্য	samarthanayogya
সমর্থনসূচক	samarthanasucaka
কার্য	karya
সমর্থনীয়	samarthaniya
সমর্পণ	samarpana
করা	kara
সমলয়	samalaya
সমষ্টি	samasi
সমসত্ত্বতা	samasattbata
সমস্ত	samasta
আমেরিকান	amerikana
সমস্ত	samasta
সমেত	sameta
সমস্ত	samasta
অধিকার	adhikara
সমস্যা	samasya
সমস্যাসমাধানের	samasyasamadhanera
সমাজ	samaja
সমাজ	samaja
করা	kara
সমাজ	samaja
হইতে	haite
বহিষ্কার	bahiskara
সমাজকর্মী	samajakarmi
সমাজচু্যত	samajacuyata
করা	kara
সমাজতন্ত্র	samajatantra
সমাজতান্ত্রিক	samajatantrika
সমাজতান্ত্রিক	samajatantrika
করা	kara
সমাজবিজ্ঞান	samajabijnana
সমাজবিজ্ঞানী	samajabijnani
সমাজবিদ্যাগত	samajabidyagata
সমাধান	samadhana
সমাধি	samadhi
সমাধিস্তম্ভ	samadhistambha
সমাধিস্তম্ভলিপি	samadhistambhalipi
সমাধেয়	samadheya
সমান	samana
সমান	samana
করা	kara
সমান	samana
চিহ্ন	cihna
সমানতা	samanata
সমানভাবে	samanabhabe
সমানুপাতিক	samanupatika
সমান্তরাল	samantarala
সমাপ্ত	samapta
সমাবস্থা	samabastha
সমাবেশ	samabesha
সমাবেশ	samabesha
করা	kara
সমারোহ	samaroha
সমার্থক	samarthaka
সমালোচক	samalocaka
সমালোচনা	samalocana
করা	kara
সমাহিত	samahita
করা	kara
সমিতি	samiti
সমীকরণ	samikarana
সমীকরণ	samikarana
করা	kara
সমীচীন	samicina
সমুচ্চ	samucca
সমুদ্র	samudra
সমুদ্র	samudra
জলকুক্কুট	jalakukkua
সমুদ্র	samudra
সিংহ	sinha
সমুদ্রশৈবাল	samudrashaibala
সমুদ্রগর্ভস্থ	samudragarbhastha
সমুদ্রতীর	samudratira
সমুদ্রতীরবর্তী	samudratirabarti
অঁচল	amcala
সমুদ্রতীরাতিক্রান্ত	samudratiratikranta
সমুদ্রপীড়া	samudrapira
সমুদ্রপৃষ্ঠ	samudraprsha
সমুদ্রবিজ্ঞান	samudrabijnana
সমুদ্রে	samudre
সমুদ্রের	samudrera
খাঁড়ি	khamri
সমূলে	samule
উত্পাটন	utpaana
করা	kara
সমৃদ্ধ	samrddha
সমৃদ্ধ	samrddha
করা	kara
সমৃদ্ধি	samrddhi
সমৃদ্ধিশালী	samrddhishali
সমৃদ্ধিসহকারে	samrddhisahakare
সমেত	sameta
সম্পত্তি	sampatti
সম্পদ	sampada
সম্পদ্	sampad
সম্পদ্শালী	sampadshali
সম্পন্ন	sampanna
সম্পর্ক	samparka
সম্পাদক	sampadaka
সম্পাদকীয়	sampadakiya
সম্পাদন	sampadana
করা	kara
সম্পূরক	sampuraka
সম্পূর্ণ	sampurna
সম্পূর্ণ	sampurna
ধ্বংস	dhbansa
সম্পূর্ণ	sampurna
ধ্বংস	dhbansa
আঘাত	aghata
সম্পূর্ণ	sampurna
পরাজয়	parajaya
সম্পূর্ণ	sampurna
শুষ্ক	shuska
সম্পূর্ণতা	sampurnata
সম্পূর্ণভাবে	sampurnabhabe
সম্পূর্ণভাবে	sampurnabhabe
প্রতিপালিত	pratipalita
সম্পূর্ণভাবে	sampurnabhabe
রূদ্ধ	ruddha
সম্পূর্ণরূপে	sampurnarupe
সম্পৃক্ততা	samprktata
সম্প্রতি	samprati
সম্প্রদায়	sampradaya
সম্প্রসারণ	samprasarana
সম্প্রসারণবাদী	samprasaranabadi
সম্প্রসারিত	samprasarita
সম্প্রসারিত	samprasarita
করা	kara
সম্বদ্ধ	sambaddha
সম্বন্ধ	sambandha
সম্বন্ধসূচক	sambandhasucaka
সম্বোধন	sambodhana
সম্ভব	sambhaba
সম্ভবত	sambhabata
সম্ভবতঃ	sambhabatah
সম্ভবপর	sambhabapara
সম্ভাবনা	sambhabana
সম্ভাব্য	sambhabya
সম্ভাব্যতা	sambhabyata
সম্ভ্রম	sambhrama
সম্ভ্রান্ত	sambhranta
সম্ভ্রান্ত	sambhranta
ব্যক্তি	byakti
সম্মত	sammata
হত্তয়া	hattaya
সম্মতি	sammati
সম্মতিসূচক	sammatisucaka
এক্সন	eksana
সম্মান	sammana
সম্মান	sammana
করা	kara
সম্মান	sammana
রোল	rola
সম্মানচিহ্নসং্ক্রান্ত	sammanacihnasangkranta
সম্মানজনক	sammanajanaka
সম্মানজনকভাবে	sammanajanakabhabe
সম্মানার্হ	sammanarha
ভাবে	bhabe
সম্মানিত	sammanita
সম্মিলন	sammilana
